idx,generated_response,ground_truth,load_knowledge_time,generate_time
300, 1979,1979,0.07427334785461426,14.729248523712158
301, Two weeks.,died within two weeks,0.27413105964660645,14.77475118637085
302, 3 km,of up to 3 km,0.08221602439880371,14.753697633743286
303, 133.3223684 pascals above absolute zero pressure.,displacement of a millimeter of mercury,0.09405803680419922,16.76027274131775
304, 1945,1945,0.07646012306213379,14.749500513076782
305, A proper class is a class that does not belong to other classes.,a class which does not belong to other classes,0.06908893585205078,16.709914445877075
306, Iron oxide.,iron oxide,0.08751273155212402,14.7591073513031
307," A manifold vacuum is used to drive accessories on an automobile, such as the vacuum servo for power assistance of the brakes.",drive accessories,0.09503984451293945,18.634491682052612
308, Almadén mines in Spain.,"Almadén, southwest of Madrid, in Spain",0.08217573165893555,15.48882508277893
309, The mean free path (MFP) of residual gases indicates the average distance that molecules will travel between collisions with each other.,average distance that molecules will travel between collisions with each other.,0.08127641677856445,18.681536197662354
310, The production of anthocyanin pigments.,greater the production of anthocyanins,0.09077095985412598,16.00162696838379
311, Material transport elevator,Material transport elevators,0.2772340774536133,14.711488246917725
312," No, some jurisdictions allow the permit to be kept on file elsewhere and made available for inspection on demand.","some jurisdictions require the permit to be displayed in the elevator cab, other jurisdictions allow for the operating permit to be kept on file elsewhere",0.1053919792175293,17.91125798225403
313, An orchestra lift is used to raise and lower entire sections of a theater stage.,"to raise an entire orchestra, or an entire cast of performers (including live elephants) up to stage level from below",0.06947183609008789,17.089279651641846
314, 7,ten,0.07100844383239746,14.561100482940674
315," A climbing elevator is a self-ascending elevator with its own propulsion, typically using an electric or combustion engine.",a self-ascending elevator with its own propulsion,0.11356329917907715,18.16305136680603
316, Zermelo–Fraenkel approach,Zermelo–Fraenkel,0.07475757598876953,15.63640570640564
317, Orange,orange,0.24884915351867676,14.402897357940674
318, Garrett Birkhoff,Garrett Birkhoff,0.08777952194213867,14.936219215393066
319," Yes, he had two younger brothers, Michael and Nicholas.",two younger brothers,0.07175755500793457,16.39459776878357
320," Göttingen in 1926, and Berlin in 1927-1929.",Göttingen,0.06752872467041016,17.600815296173096
321, ENIAC,ENIAC,0.25942325592041016,14.798789501190186
322, The opponent's possible responses.,all the possible responses of his adversary.,0.06897497177124023,15.316871881484985
323," Red, green, and blue.",Red Green Blue,0.08009600639343262,15.496882438659668
324, Italy,Italy,0.07675695419311523,14.432939291000366
325, 200 ft/min,200,0.0947577953338623,14.979058980941772
326," Los Alamos, New Mexico.",von Neumann's digital computers,0.07072281837463379,15.47893762588501
327, The vacuum state.,vacuum,0.09285521507263184,14.89975094795227
328," Along with four other scientists and various military personnel, von Neumann was included in the target selection committee responsible for choosing the Japanese cities of Hiroshima and Nagasaki as the first targets of the atomic bomb.",four other scientists and various military personnel,0.08360886573791504,21.566893100738525
329, Burton and Hormer,Burton and Hormer,0.09702110290527344,14.955949544906616
330, 5%,not depart by more than 5% from spherical symmetry,0.06478118896484375,14.768680810928345
331, Abū Rayhān al-Bīrūnī,Abū Rayhān al-Bīrūnī,0.07896757125854492,16.322749614715576
332, Red helium–neon laser,Red helium–neon,0.08664083480834961,15.345222234725952
333, Inside the elevator on the centralized control panel.,on the COP,0.06740260124206543,15.891618490219116
334, Bishop Etienne Tempier,Bishop Etienne Tempier,0.07355737686157227,15.090345859527588
335," In hydraulic elevators, emergency power will lower the elevators to the lowest landing and open the doors to allow passengers to exit.",emergency power will lower the elevators to the lowest landing and open the doors to allow passengers to exit,0.2748687267303467,18.779711723327637
336, A single-level elevator stopping at all adjacent floors.,a single-level elevator stopping at all adjacent floors,0.08352088928222656,16.055095911026
337, A von Neumann algebra is a *-algebra of bounded operators on a Hilbert space that is closed in the weak operator topology and contains the identity operator.,algebra of bounded operators on a Hilbert space that is closed in the weak operator topology and contains the identity operator,0.07995367050170898,20.063533306121826
338, Klara Dan,Mariette Kövesi,0.06972002983093262,14.747251987457275
339, A 3-station underground public elevator.,underground public elevator,0.2547757625579834,15.849270582199097
340, 4,four,0.09560513496398926,14.546962261199951
341, Yes.,he immediately began to recite the first chapter and continued until asked to stop after about ten or fifteen minutes.,0.2589302062988281,14.560086488723755
342, 1850,1850,0.08311700820922852,14.721829414367676
343, Rouge d'Adrinople.,rouge d'Adrinople,0.06427216529846191,15.501158237457275
344, The uncertainty principle is a fundamental concept in quantum mechanics that states it is impossible to know both the exact position and momentum of a particle at the same time.,determination of the position of a particle prevents the determination of its momentum and vice versa,0.07620906829833984,19.742793560028076
345, The null hypothesis is tested against the alternative hypothesis.,alternative that they follow a stationary first order autoregression,0.07020926475524902,15.993201494216919
346," It allows passengers to register their floor calls before entering the car, reducing travel time by directing them to the correct elevator.",a passenger registers their floor calls before entering the car,0.08615899085998535,18.479995250701904
347, Red ochre.,Red ochre,0.26069188117980957,14.885578632354736
348, Nicholas Kaldor,Nicholas Kaldor,0.07210779190063477,14.954025745391846
349, Russians believed that whoever had superiority in hydrogen bombs would take over the world.,"Russians believed that bombers would soon be vulnerable, and they shared von Neumann's view that an H-bomb in an ICBM was the ne plus ultra of weapons",0.08183670043945312,16.947490215301514
350, Soft-start contactors.,"""soft-start"" contactors",0.0914602279663086,15.143503665924072
351, 1792-1793,1792 and 1793,0.25289154052734375,15.294573545455933
352, 1972 ASME A17.1 Elevator Safety Code change.,1972 ASME A17.1,0.07642412185668945,16.922390699386597
353, Yes.,"Paul Halmos states that ""von Neumann's speed was awe-inspiring.""",0.08101201057434082,14.574774026870728
354, To turn common elevators into panoramic elevators.,to turn common elevator into panoramic,0.06487226486206055,15.944841384887695
355, Inside a vertical cylinder.,encased inside a vertical cylinder,0.2579915523529053,15.08856725692749
356, Funiculars.,funiculars,0.07893610000610352,15.123578310012817
357, Residential elevator,residential,0.07452130317687988,14.506683588027954
358, 150,150,0.0664217472076416,14.544745922088623
359, Mercury.,mercury,0.07057595252990723,14.590122699737549
360, China,all court ceremonies,0.08995628356933594,14.428489923477173
361," Von Neumann argued that the technical obstacles to building an ICBM were sizable, but could be overcome in time.","while the technical obstacles were sizable, they could be overcome in time",0.2803184986114502,18.56399130821228
362," ""horror vacui""",horror vacui,0.07294583320617676,15.299283742904663
363, A notice informing riders of where the actual permits are kept.,a notice is posted in its place informing riders of where the actual permits are kept.,0.07566022872924805,16.373887538909912
364," ""I have sometimes wondered whether a brain like von Neumann's does not indicate a species superior to that of man""",I have sometimes wondered whether a brain like von Neumann's does not indicate a species superior to that of man,0.11007952690124512,18.51649260520935
365, The sky lobby levels are 36 and 60.,"36 and 60, upper-deck car",0.27396678924560547,16.12022852897644
366, Abbe Suger,Abbe Suger,0.07984471321105957,14.900053262710571
367," Freeze drying, distillation, and metallurgy benefit from a deep vacuum by lowering the boiling point of liquids, promoting low-temperature outgassing, and reducing oxidation and contamination.",Deep vacuum lowers the boiling point of liquids and promotes low temperature outgassing,0.27466440200805664,20.668054342269897
368, The two available sources of vacuum on a moving airplane are the engine and an external venturi.,engine and an external venturi,0.08078336715698242,17.647172927856445
369, The Neolithic Period.,Neolithic Period,0.07199859619140625,15.125903129577637
370," The hold feature on an elevator allows the firefighter to hold the elevator at a floor, preventing it from moving, while they are inside.",allows the elevator to remain at a floor locked out of service until code blue is deactivated,0.0849161148071289,19.005924463272095
371," The ""ascending room"" in London.",New York exposition in the Crystal Palace,0.07860279083251953,15.619872093200684
372, Environmental concerns.,environmental concerns,0.07941269874572754,14.735486268997192
373, The vacuum pump.,vacuum pump,0.26622915267944336,14.959355592727661
374, 1937,1937,0.07688021659851074,14.776675701141357
375, June 1848.,June 1848,0.2720956802368164,15.143415927886963
376, 1959,1959,0.08238339424133301,14.763872385025024
377, The Eötvös Prize.,"Eötvös Prize, a national prize for mathematics",0.07966947555541992,15.493818283081055
378, The player is immediately disqualified from further play and their team must continue with one less player for the game's duration.,the player is immediately disqualified from further play,0.07729983329772949,18.42021894454956
379, Move up.,to rise,0.09888577461242676,14.770065069198608
380, LED,LED,0.11305665969848633,14.418503999710083
381, The counterweight.,cables are attached to a hitch plate on top of the cab,0.2660059928894043,14.957110166549683
382, The MG set.,MG set,0.0819249153137207,14.874064922332764
383, DigiGage,DigiGage,0.26398444175720215,14.863924980163574
384, The purpose of the top secret ICBM committee was to decide on the feasibility of building an ICBM large enough to carry a thermonuclear weapon.,decide on the feasibility of building an ICBM large enough to carry a thermonuclear weapon,0.07693099975585938,19.826309204101562
385," The handle was considered a ""dead man switch"" because if the operator let go of the handle, it would return to its upright position, causing the elevator cab to stop.","if the operator let go of the handle, it would return to its upright position, causing the elevator cab to stop",0.08805251121520996,20.544608116149902
386," A pair of alternatives are semantically determinate, while each of its members are necessarily indeterminate.",illustrated by a simple example,0.07597899436950684,17.81008791923523
387," He suggested using more powerful shaped charges and less fissionable material to increase the speed of ""assembly"".",using a fission bomb to compress fusion fuel to initiate nuclear fusion,0.07190561294555664,18.010201692581177
388, Garrett Birkhoff,Garrett Birkhoff,0.07047271728515625,14.942675590515137
389, Coal mines.,moving goods in bulk in mines and factories,0.09423017501831055,14.764303922653198
390, The action that initiates the activation of an elevator is pressing the call button.,"a key switch on the car operating panel usually labeled 'Inspection', 'Car Top', 'Access Enable' or 'HWENAB",0.08068680763244629,17.070894956588745
391," Father Anselm Strittmatter, O.S.B.",Father Strittmatter,0.261080265045166,16.34268617630005
392, Mao Zedong,Mao Zedong,0.08536219596862793,14.947790622711182
393, Königsberg,Congress of Königsberg,0.07288217544555664,14.877763986587524
394," Hydraulic cranes employed Pascal's law by using a water pump to supply a variable level of water pressure to a plunger encased inside a vertical cylinder, allowing the level of the platform to be raised and lowered.",they provided a much greater force,0.07041072845458984,21.731940746307373
395, Oskar Morgenstern believed that John von Neumann was completely agnostic.,"always believed him to be ""completely agnostic.""",0.07065463066101074,17.441974878311157
396, 1920s,1920s,0.07586026191711426,14.967610120773315
397, 906–1279,906–1279,0.07233190536499023,15.061138391494751
398, Charlemagne,Emperor Charlemagne,0.08290219306945801,14.772950649261475
399," July 17, 1791.","July 17, 1791",0.26192736625671387,15.598920822143555
400, Ebullism,ebullism,0.0828406810760498,14.77005386352539
401, Theo,Theo,0.07114577293395996,14.35123348236084
402, Chemical engineering.,chemical engineer,0.07748675346374512,14.798691511154175
403, Gravitational field.,tidal forces and gravitational waves,0.07153630256652832,15.133825302124023
404," Vacuum fluctuations are temporary and random changes in the energy of a vacuum, predicted by quantum mechanics.",virtual particles that hop into and out of existence,0.0848686695098877,17.65608501434326
405, The 14th century.,14th century,0.2618427276611328,15.23997974395752
406, 2007,2007,0.08002662658691406,14.754219770431519
407," A name written: ""Babylon the Great, the Mother of Harlots and of all the abominations of the earth"".",a name,0.07835841178894043,19.070693016052246
408," February 8, 1957","February 8, 1957",0.07857680320739746,15.440800428390503
409," The first self-replicating computer program is also known as the ""von Neumann machine"".",computer virus,0.11955809593200684,17.646267890930176
410, The Computer and the Brain,The Computer and the Brain,0.06852531433105469,15.136996030807495
411, The elevator goes to the next floor.,the elevator will go to the fire-recall floor,0.08463549613952637,15.653628587722778
412," Most elevators before 1939 were powered by steam, water hydraulic pistons, or hand operation.",by elevator operators using a rheostat connected to the motor,0.08396601676940918,17.870048999786377
413, A Resistance Temperature Detector (RTD) is used to measure the temperature of a heated filament in a Thermal Conductivity gauge.,to measure the temperature of the filament,0.27997875213623047,18.761544704437256
414, 80 million,eighty million members,0.07485270500183105,14.762379884719849
415, 20th century,20th,0.11416983604431152,14.853708744049072
416, The blood of the martyrs of Jesus.,the blood of the martyrs of Jesus,0.06728434562683105,15.832462549209595
417, The purpose of the Phase-two mode is to allow firefighters to move the elevator to a desired floor to rescue people from a burning building.,This mode was created for firefighters so that they may rescue people from a burning building,0.09269928932189941,19.079808712005615
418, 15,15,0.09250926971435547,14.51058292388916
419, Electron microscopes and vacuum tubes.,electron microscopes and vacuum tubes,0.2755558490753174,15.429039478302002
420, Chemical inertness,chemical inertness,0.1032705307006836,14.783872365951538
421, Aether.,aether,0.07250833511352539,14.740880966186523
422," They have control panels, floor indicators, and direction lanterns.","calling, door control, floor selection",0.08570146560668945,16.59485960006714
423, Enhanced.,strengthened,0.2668430805206299,14.607344150543213
424, A written notice stating that the use by passengers is prohibited.,a written notice in the car that the use by passengers is prohibited,0.06479763984680176,16.37356472015381
425, Rope tension equalization may be a limitation on the system.,the system is subject to gaming,0.07845926284790039,16.360471725463867
426, Louis Philippe,Louis Philippe,0.08853888511657715,14.616990804672241
427," Steam and water hydraulic pistons, or by hand.",steam and water hydraulic pistons or by hand,0.10672140121459961,16.214224576950073
428, Adolf Hitler,Hitler's personal design,0.07157397270202637,14.574293851852417
429, Aether was originally thought to be a ubiquitous terrestrial and celestial medium through which light propagated.,rigid indestructible material,0.10090970993041992,17.37312412261963
430, 1938,October 1938,0.08878397941589355,14.750592708587646
431, The colors in the Rothko murals turned light blue.,ruined and had to be taken down,0.26424074172973633,16.325369596481323
432, A partial vacuum of about 10 Pa (0.1 Torr).,partial vacuum of about 10 Pa (0.1 Torr).,0.07096982002258301,16.917617082595825
433, The illusion of the room stretching.,the illusion of the room stretching,0.10269689559936523,15.433759212493896
434, Ivory painter's palette,ivory painter's palette,0.07048892974853516,14.924159526824951
435, To detect a minute drag on the Earth's orbit.,"""While the interstellar absorbing medium may be simply the ether, [it] is characteris",0.27659010887145996,16.195858240127563
436, Anthocyanin pigments.,anthocyanin pigments,0.08180451393127441,15.50873875617981
437, Quantum Chromodynamics (QCD),"vacuum of quantum chromodynamics,",0.07548022270202637,15.498850345611572
438, Madder,carmine,0.06612014770507812,14.531595230102539
439, The Communist Party of China.,the Communist Party of China,0.2599976062774658,15.329568862915039
440, 1939,1939,0.0824277400970459,14.722187757492065
441," The firefighter must turn the phase-two key switch located on the Central Operating Panel (COP) to the ""on"" position.",manually pushes and holds the door close button,0.0928030014038086,18.896222352981567
442, Georg Cantor's definition.,Georg Cantor,0.07151174545288086,15.301127195358276
443, Mathematical Foundations of Quantum Mechanics,Mathematical Foundations of Quantum Mechanics,0.2622067928314209,15.133617162704468
444," ""Top of the Rock""","""Top of the Rock""",0.08978629112243652,15.3248450756073
445," Alamogordo Army Airfield, New Mexico.","Alamogordo Army Airfield,",0.07914566993713379,15.991708278656006
446, danger and warning.,danger and warning,0.09013772010803223,14.970613241195679
447, air.,air's volume,0.2723400592803955,14.564401149749756
448, Hernán Cortés,Hernán Cortés,0.09572744369506836,14.944803714752197
449, a bar mounted between the counterweight railway lines.,a bar mounted between the counterweight railway lines,0.08864235877990723,16.043686628341675
450, By expanding a small sealed cavity to create a pressure differential.,a mechanism expands a small sealed cavity,0.09498119354248047,16.390333890914917
451," Red lake pigments were made by mixing organic dyes, made from insects or plants, with white chalk or alum.",mixing organic dyes,0.07961559295654297,18.419084787368774
452," No, it did not.","did not receive much peace or comfort from it, as he still remained terrified of death",0.0748443603515625,15.313182592391968
453, Hoistway,hoistway,0.09239387512207031,14.71400237083435
454, The fire-service key switch.,The elevator can now only be moved by the corresponding 'Access' key switches,0.08696269989013672,15.31613564491272
455," ""in vacuo""",in vacuo,0.26769518852233887,15.071888208389282
456, The first example of continuous geometry was the projections of the hyperfinite type II factor.,projections of the hyperfinite type II factor,0.0732889175415039,17.265106678009033
457, The purpose of the Inspection service is to provide access to the hoistway and car top for inspection and maintenance purposes by qualified elevator mechanics.,to provide access to the hoistway and car top for inspection and maintenance,0.08000063896179199,19.22174096107483
458, The stem of the plant.,the stem of the plant,0.07352900505065918,15.316987991333008
459, Pázmány Péter University in Budapest.,Pázmány Péter University in Budapest,0.2870509624481201,16.025017499923706
460, 488 Broadway in New York City.,488 Broadway in New York City,0.07161808013916016,15.669859886169434
461," Oil contamination, vibration, and preferential pumping of certain gases.","oil contamination, vibration",0.06661224365234375,16.59352946281433
462, 525 lbs.,up to 525 lbs,0.07692408561706543,14.965775966644287
463, Carmine,carmine,0.08761930465698242,14.525073766708374
464, The conclusion that God could create a vacuum if he so wished.,God could create a vacuum if he so wished.,0.07995820045471191,16.561964511871338
465, The Virgin Mary.,Virgin Mary,0.09190154075622559,14.950641870498657
466, 1927,"1927,",0.07916426658630371,14.753845930099487
467, Mutual Assured Destruction.,mutual assured destruction,0.07088255882263184,15.080201864242554
468," The mean square ratio, also known as the Durbin-Watson statistic, has been applied to test the null hypothesis that the errors are serially independent against the alternative that they follow a stationary first-order autoregression in regression models.",Durbin–Watson statistic,0.07558178901672363,22.958868980407715
469, 16th century,16th,0.27228426933288574,14.962351322174072
470, Holidays or special occasions.,holidays,0.08546805381774902,15.063531637191772
471, Theory of Games and Economic Behavior,Theory of Games and Economic Behavior,0.08148884773254395,15.288657188415527
472, Counterweights and balances.,Counterweights and balances,0.07982325553894043,15.121030569076538
473, Anton Freissler,Anton Freissler,0.08299827575683594,14.95027208328247
474, from the bottom up in an ordered succession of steps.,from the bottom up in an ordered succession of steps,0.07359194755554199,16.24738645553589
475, Eumelanin.,eumelanin,0.2785146236419678,15.147361278533936
476," Fixed-point theorems, linear inequalities, complementary slackness, and saddlepoint duality.","fixed-point theorems, linear inequalities, complementary slackness, and saddlepoint duality",0.0795297622680664,17.688386917114258
477, A simulated free-fall achieved through the use of a high-speed elevator system.,a simulated free-fall achieved through the use of a high-speed elevator system,0.3047366142272949,17.029143810272217
478, 1519-1521,1519-1521,0.08011770248413086,15.278382301330566
479," Budapest, Kingdom of Hungary.",Budapest,0.09411048889160156,15.297830581665039
480, John von Neumann,Von Neumann,0.07215452194213867,14.941913366317749
481, Léon Walras,Léon Walras,0.27117919921875,15.119281768798828
482, The homogeneous linear system of Gordan.,homogeneous linear system of Gordan,0.08161306381225586,15.6384859085083
483, Violet,violet,0.09699034690856934,14.38167405128479
484, Because of the high current draw when starting the pump motor.,due to the high current draw when starting the pump motor,0.09386658668518066,16.406965494155884
485, Spain.,Spain,0.09044504165649414,14.535661220550537
486," Computers tried to put too many grid points at regions of sharp discontinuity (shock waves), which caused inaccuracies.",they tried to put too many computational grid points at regions of sharp discontinuity (shock waves),0.07438445091247559,18.561914682388306
487," Courage, loyalty, honor, success, fortune, fertility, happiness, passion, and summer.",good fortune and prosperity,0.2684917449951172,17.537672519683838
488, A Neolithic cave-burial.,Neolithic cave-burial,0.08387994766235352,15.640044212341309
489, A better offer presented itself when he was invited to Princeton University in New Jersey.,Princeton University,0.2828679084777832,17.092854976654053
490, A flight suit.,the Crew Altitude Protection Suit (CAPS),0.07084131240844727,14.918893814086914
491, Delivering hydrogen bombs into the heart of enemy territory by an ICBM.,Intercontinental ballistic missile delivery,0.07335805892944336,17.0567684173584
492, The Otis Elevator Company.,Otis Elevator Company,0.08060050010681152,15.479210615158081
493, 600 meters per minute,600 meters per minute,0.07205486297607422,15.126300811767578
494, ASME A17.2 Standard.,ASME A17.2 Standard,0.07642579078674316,15.671838760375977
495, Anthocyanins,anthocyanins,0.27837085723876953,14.928510427474976
496, Entrapment pumps.,Entrapment pumps,0.0737764835357666,15.115145921707153
497, Stages.,stages,0.07004570960998535,14.755804777145386
498, Mutual assured destruction.,quickly develop ICBMs and the compact hydrogen bombs that they could deliver to the USSR,0.08025383949279785,14.97140121459961
499, The Central Intelligence Agency (CIA),Weapons Systems Evaluation Group,0.07678413391113281,15.651289224624634
