idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question
164, Radiation pressure from the Sun and the dynamic pressure of the solar winds.,radiation pressure from the Sun and the dynamic pressure of the solar winds,0.0855817794799804,16.7526433467865,0.9849931597709656,1.0,1.0,What is more significant than isotropic gas pressure past the Karman line?
165, Jokes.,a new collection of jokes,0.0876102447509765,14.815543413162231,0.4541448354721069,0.3333333333333333,0.3333333333333333,What would Ulam use to cheer up Von Neumann in the hospital?
166, Catholic,he was baptized a Catholic.,0.1097972393035888,14.397469758987429,0.6639299392700195,0.3333333333333333,0.3333333333333333,Before marriage what faith did Von Neumann join?
167, Lattice theory.,lattice theory,0.261624813079834,14.959240436553957,0.9737252593040466,1.0,1.0,What did von Neumann work on in 1937 - 39?
168, Determinism versus non-determinism.,determinism versus non-determinism,0.1010386943817138,15.706795454025269,0.9911086559295654,1.0,1.0,Von Neumann's abstract treatment allowed him to work on what foundational issue?
169," A safety device that detects if the elevator is descending faster than its maximum designed speed, causing copper or silicon nitride brake shoes to clamp down along the vertical rails in the shaft, stopping the elevator quickly.","when the system detects that it is running low on power, it will bring the running cars to the lobby or nearest floor, open the doors and shut down",0.0714986324310302,21.561293840408325,0.214477390050888,0.303030303030303,0.1515151515151515,What is a safety feature to prevent entrapment?
170, Kitchens,They often connect kitchens to rooms on other floors,0.0713872909545898,14.581321001052856,0.6789888143539429,0.1999999999999999,0.1999999999999999,What rooms are dumbwaiters frequently used in?
171, Linear programming.,viewed as a special case of linear programming,0.0899274349212646,14.798248291015623,0.7810032963752747,0.4,0.4,What were von Neumann's model an example of?
172, The living room.,living room writing-table,0.0750203132629394,14.93534016609192,0.5036791563034058,0.5714285714285715,0.5714285714285715,In what room did von Neumann often write at home?
173, Outer space.,outer space,0.0762414932250976,14.698226690292358,0.9148366451263428,1.0,1.0,Where are the highest amounts of naturally occurring partial vacuums?
174," December 28, 1903","December 28, 1903",0.1653070449829101,15.474202632904053,1.0,1.0,1.0,What was the birth date of John Von Neumann?
175, A few hydrogen atoms per cubic meter.,a few hydrogen atoms per cubic meter,0.2792284488677978,15.673834800720217,0.9797884225845336,1.0,1.0,Outer space has a high quality vacuum with what equivalent?
176," The elevator's design includes a cab (also called a ""cage"", ""carriage"" or ""car""), a platform within an enclosed space called a shaft or sometimes a ""hoistway"", and a drive mechanism, such as a traction machine, hydraulic or gearless traction machine.",The elevator has no ceiling and its shaft is decorated to look like walls of a mansion,0.0821402072906494,24.7790789604187,0.4953875541687011,0.1724137931034482,0.1379310344827586,What is included in the elevator's design?
177, Instantaneously.,stunned other mathematicians,0.0731568336486816,14.774457693099976,0.2137629091739654,0.0,0.0,How quickly was von Neumann able to complete math in his head?
178, Maple wood.,maple,0.1078782081604003,14.772065162658691,0.7488849759101868,0.6666666666666666,0.6666666666666666,What type of wood was used on the inside ?
179, The building owner.,the building owner,0.0659019947052002,14.98880934715271,0.9886157512664796,1.0,1.0,Whose name is on the permit required for operation of an elevator? 
180, 1869,1869,0.0759706497192382,14.781558513641356,1.0,1.0,1.0,When was Suez canal completed?
181, Low-volume hours.,low-volume hours,0.0774972438812255,14.940733909606934,0.9304720759391784,1.0,1.0,During what hours is the lower deck turned off?
182, The hall buttons are disabled.,the hall buttons are disabled,0.0719566345214843,15.318565368652344,0.984359622001648,1.0,1.0,During independant service mode how is a single cab in a hall kept from being used?
183, The Communist Party.,the Communist Party,0.2707984447479248,14.915756464004517,0.9771764278411864,1.0,1.0,What did the biggest star on the flag of China in 1949 represent?
184," December 28, 1903","December 28, 1903",0.0723581314086914,15.462475776672363,1.0,1.0,1.0,What was the birth date of John Von Neumann?
185, The method of inner models.,method of inner models,0.0773272514343261,15.32794952392578,0.9553850293159484,0.888888888888889,0.888888888888889,What is the method to demonstrate that no contradictions were created by the addition of axiom of foundation?
186, A red cross on a white field.,a red cross on a white field,0.0770254135131836,15.663473844528198,0.9908658862113952,1.0,1.0,What was depicted on the banners of Christians in the First crusade?
187," The Kármán line, approximately 100 kilometers (62 miles) above the Earth's surface.",Kármán line,0.0891561508178711,17.878729104995728,0.5283071994781494,0.4210526315789474,0.4210526315789474,above what line location in outer space to satellites orbit?
188, The Vienna Convention on Road Signs and Signals of 1968.,Vienna Convention on Road Signs and Signals of 1968,0.0797150135040283,16.556111097335815,0.9851568341255188,0.9473684210526316,0.9473684210526316,At what event did the color red become the standard color of stop lights?
189, i rossoneri,i rossoneri,0.0948050022125244,15.112809419631958,1.0000001192092896,1.0,1.0,What is the nickname given to A.C. Milan?
190, Gaetano Genovese,Gaetano Genovese,0.0869448184967041,15.22055983543396,1.0000001192092896,1.0,1.0,"What Neapolitan architect created the ""Flying Chair"" elevator?"
191, The axiom of foundation.,if one set belongs to another then the first must necessarily come before the second in the succession,0.0773055553436279,15.133055925369264,0.3320913910865783,0.0909090909090909,0.0909090909090909,What excluded a set from belonging to itself in set theory?
192, Approximately 1 in 12 million.,eight millionths of one percent (1 in 12 million) of elevator rides,0.0905413627624511,15.697118043899536,0.4749151468276977,0.4705882352941176,0.4705882352941176,"In the late nineties, what was considered the rate of cable-borne elevator problems? "
193, Armed Forces Special Weapons Project (AFSWP),Armed Forces Special Weapons Project,0.0754871368408203,15.959110975265505,0.8412832021713257,0.9090909090909092,0.9090909090909092,What military organization did von NEumann also consult with for military aspect of nuclear weapons?
194, His work on rings of operators.,axiomatization of set theory,0.1166579723358154,15.503643035888672,0.1875272393226623,0.2,0.2,What von Neumann work preceded the axiomatiztion of quatum mechanics?
195, Vladimir Lenin,Vladimir Lenin,0.2581398487091064,14.587166547775269,1.0,1.0,1.0,Next to whom was a a Paris Commune banner placed?
196, Aluminum and Palladium.,stainless steel or titanium,0.0807273387908935,15.1097571849823,0.561583399772644,0.0,0.0,What are 2 metals that can be absorbed in an ultra high vacuum system?
197, A nonnegative least squares subproblem with a convexity constraint.,pivoting algorithm between simplices,0.0934321880340576,16.4932804107666,0.0581951066851615,0.0,0.0,What did von Neuman's method use?
198, The elevator is enabled for service after the incident by switching it to bypass mode after the alarms have reset.,The only way to return the elevator to normal service is to switch it to bypass after the alarms have reset,0.0798389911651611,17.912214756011963,0.8245539665222168,0.6829268292682926,0.5853658536585366,How is the elevator enabled for service after the incident?
199, Additive primary colors.,additive primary colors,0.2688221931457519,15.112966060638428,0.972842574119568,1.0,1.0,The RGB color model has three colors in it that are described as what kind of colors?
200, The Paris Commune.,the Paris Commune,0.0984683036804199,15.150888919830322,0.9902989864349364,1.0,1.0,"After Paris was seized as a result of the Franco-Prussian war, what did revolutionaries and workers create?"
201, A wall-sized screen in the elevator.,on a wall-sized screens,0.0713899135589599,15.63352108001709,0.6074400544166565,0.6666666666666666,0.6666666666666666,Where is the video projected?
202, Rayleigh scattering.,Rayleigh,0.0828409194946289,14.97227907180786,0.6060718894004822,0.6666666666666666,0.6666666666666666,What type of scattering is responsible for the shift in the color of sunlight?
203," He was the cleverest man I ever knew, without exception.","He was the cleverest man I ever knew, without exception. He was a genius.",0.2651064395904541,16.5725576877594,0.9560962915420532,0.8333333333333333,0.8333333333333333,What did Jacob Bronowski think of von Neumann?
204, The Royal Palace of Caserta.,Royal Palace of Caserta,0.0812556743621826,15.485907316207886,0.9828966856002808,0.888888888888889,0.888888888888889,"At what location was the ""Flying Chair"" installed in 1845?"
205, 4th century,4th century,0.2615048885345459,14.873247385025024,0.9999999403953552,1.0,1.0,Until what time did the Vestal retain their social distinctions?
206, The color red is often associated with the blood of Christ and Christian martyrs.,Christ's blood,0.0947275161743164,17.055681705474854,0.5727866888046265,0.2352941176470588,0.1176470588235294,In Christian nations what does the color red often become associated with?
207, He proved the existence and uniqueness of an equilibrium using his generalization of the Brouwer fixed-point theorem in his model of an expanding economy.,game theory,0.0951709747314453,19.444318771362305,0.3159740567207336,0.0,0.0,What was John von Neumann's major contribution to economics?
208, Iron oxide.,minerals,0.0746335983276367,14.732250452041626,0.530279815196991,0.0,0.0,What was red ochre composed of?
209," Red, blue, and white.",the colors of the Russian flag,0.0839009284973144,15.50114393234253,0.416479229927063,0.0,0.0,What were the Pan-Slavic colors originally?
210, Summer,the summer growing season,0.0842475891113281,14.422035217285156,0.7747913599014282,0.4,0.4,At which period of the year are phosphates high?
211, London,London,0.2669732570648193,14.44036626815796,1.0,1.0,1.0,In what city did the US and Russia conduct nuclear talks in 1955?
212," This is a bad practice because it can lead to a vacuum, which can cause damage to equipment and pose a risk to human safety.",this will make the computer think multiple people are waiting and will allocate empty cars to serve this one person,0.0778896808624267,19.172741651535038,0.2494249045848846,0.1333333333333333,0.1333333333333333,Why is this a bad practice?
213, When the vacuum pressure falls below the material's vapour pressure.,vacuum pressure falls below this vapour pressure,0.0850217342376709,16.566524982452393,0.8207335472106934,0.6666666666666665,0.6666666666666665,When does outgassing become important in all solid or liquid materials?
214, Celebrate each execution.,celebrate,0.0831644535064697,15.144449472427368,0.5530907511711121,0.5,0.5,Women with red caps crowded around guillotines during the Reign of Terror to do what?
215, 32,thirty-two papers,0.0695533752441406,14.549795627593994,0.4103594422340393,0.0,0.0,How many papers had Von Neumann written by 1929?
216, Rubia tinctorum,rubia tinctorum,0.0728192329406738,15.112622261047363,0.9999999403953552,1.0,1.0,What root was used for red clothing owned by commoners?
217, The French Army.,the French Army,0.0841512680053711,14.94495153427124,0.9851058721542358,1.0,1.0,Who was defeated in the Franco-Prussian war?
218," His model showed the existence and uniqueness of an equilibrium using functional analytic methods, which was a significant contribution to economic theory.",unique in having made significant contributions to economic theory itself.,0.0850753784179687,18.592845678329468,0.6194901466369629,0.3749999999999999,0.3749999999999999,What was the significance of von Neumann's model of expanding economy?
219," October 20, 1789.","October 20, 1789",0.2696740627288818,15.650413751602173,0.9900662899017334,1.0,1.0,On what date was the Garde Nationale empowered to hoist a red flag to signal their intervention in a riot?
220, Madder.,madder,0.081507921218872,14.70464015007019,0.9493960738182068,1.0,1.0,What did turkey red get its color from?
221, Quantum logic,propositional calculus,0.0765609741210937,14.52257490158081,0.4758787751197815,0.0,0.0,What concept was created for quatum logic?
222," Aristotle believed that no void could occur naturally, because the denser surrounding material continuum would immediately fill any incipient rarity that might give rise to a void.","no void could occur naturally,",0.0789904594421386,19.76701855659485,0.7796328067779541,0.3125,0.3125,What did Aristotle believe about a void?
223, Water absorption.,water absorption,0.2669987678527832,14.769350051879885,0.9318520426750184,1.0,1.0,What becomes a concern in an ultra high vacuum system regarding aluminum or palladium?
224," 255, 00, 00","255, 00, 00",0.0872130393981933,15.605481386184692,0.9999998807907104,1.0,1.0,What is the number used to indicate pure red in sRGB?
225, Group theory.,algebraic concept of solvability of a group is relevant,0.0717382431030273,14.791572093963625,0.530418872833252,0.1818181818181818,0.1818181818181818,What concept was relevant to the solvability of the problem of measure?
226, 4th century,4th,0.1230485439300537,14.895586013793944,0.4900318086147308,0.6666666666666666,0.6666666666666666,In which century did Armenia become Christian?
227," The Kármán line, which is approximately 100 kilometers (62 miles) above the Earth's surface.",the Kármán line,0.0816216468811035,18.316445350646973,0.5277823209762573,0.4545454545454545,0.4545454545454545,What is commonly known as the boundary of outer space?
228," To provide expeditious service to passengers arriving at the building, typically in the morning as people arrive for work or at the conclusion of a lunch-time period.","when they reach a pre-determined passenger load, or when they have had their doors opened for a certain period of time",0.0846309661865234,20.0225350856781,0.4494239389896393,0.28,0.16,For what reasons are elevators routed one-by-one?
229, The color of the elevator's direction indicator.,"If somebody waiting for the elevator wants to go up, but a car comes first that indicates that it is going down",0.2604625225067138,15.812766313552856,0.5762397646903992,0.1999999999999999,0.1999999999999999,What might change your mind about whether or not to enter an elevator?
230, Reduced travel time.,travel time is reduced as the elevator makes fewer stops for individual passengers,0.1008501052856445,14.956573963165283,0.6681386828422546,0.375,0.25,"What is one benefit of a ""destination operating panel"""
231, Locomotives on Highways Act 1896,the Locomotives on Highways Act 1896,0.2616183757781982,16.20080065727234,0.9946036338806152,0.9090909090909092,0.9090909090909092,Which British law forbade cars from following a bearer of a red flag as a warning to horse drawn vehicles?
232, The methods of argument he employed.,methods of argument he employed,0.084679365158081,15.468326807022097,0.9687248468399048,0.9090909090909092,0.9090909090909092,What is often considered more important than the results of von Neumann's papers?
233, Elevators with more than 30 m (98 ft) of travel.,Elevators with more than 30 m (98 ft) of travel,0.0825774669647216,16.946415185928345,0.9789280295372008,1.0,1.0,"""Compensation"" is the name of the system used for what type of elevators?"
234, They share an elevator that takes guests to the underground tunnel.,takes place on an elevator,0.1086509227752685,16.394585847854614,0.5802001953125,0.3749999999999999,0.25," The Haunted Mansion at Disneyland in California and the one in Paris, France sharewhat attribute?"
235, The chemical composition of the gases being measured.,chemical composition of the gases being measured,0.2781386375427246,15.7569420337677,0.9764981269836426,0.9333333333333332,0.9333333333333332,What is a Pirani gauge sensitive to?
236," The central theme of Gödel's announcement was that the usual axiomatic systems are incomplete, meaning they cannot prove every truth that is expressible in their language.",they cannot prove every truth which is expressible in their language,0.0809998512268066,20.164246559143063,0.5525830388069153,0.5128205128205129,0.5128205128205129,What was the central theme of Godel's announcement that the axiomatic system was not complete?
237, To be visible from a distance in a crowd.,to be visible from a distance in a crowd,0.0848348140716552,16.009454488754272,0.8921253681182861,1.0,1.0,Why do monarchs sometimes wear red?
238, Phosphate.,phosphate,0.0985467433929443,14.78694486618042,0.9607870578765868,1.0,1.0,What causes sugar created by chlorophyll to breakdown?
239," Spiral screws are used in elevators to elevate grain for storage in large vertical silos, known as grain elevators.",to elevate grain for storage in large vertical silos,0.2754323482513428,18.580719232559204,0.5504611134529114,0.6428571428571429,0.6428571428571429,What are spiral screws used for?
240, 1941,1941,0.0656075477600097,14.746490716934204,0.9999999403953552,1.0,1.0,When was Reza Shah forced to abdicate in Iran?
241, The elevator to move faster.,the faster the elevator would move,0.0710408687591552,15.27151894569397,0.882842481136322,0.7272727272727272,0.5454545454545454,The more pressure applied to the handle caused what?
242, 660 nm,a 660 nm laser,0.0673267841339111,14.724324464797974,0.6502161026000977,0.6666666666666666,0.6666666666666666,What type of laser diode is used in a DVD player?
243, knurled roller(s),knurled roller(s),0.2675144672393799,15.237259864807127,1.0,1.0,1.0,What did the govenor device engage to lock the elevator?
244, The elevator goes up or down to a specific floor.,The elevator will then travel non-stop to the selected floor,0.074127197265625,16.24108648300171,0.7613352537155151,0.380952380952381,0.380952380952381,Where then does the elevator go?
245, 2000,2000,0.0761802196502685,14.790750741958618,1.0,1.0,1.0,About how long has Kathmandu existed?
246, Vacuum servo,vacuum servo,0.0825059413909912,14.565489768981934,1.0,1.0,1.0,What provides power assistance for auto brakes?
247, Look out from the top of the structure.,look out from the top of the structure,0.0985350608825683,15.853289365768433,0.9814385771751404,1.0,1.0,What does this allow riders to do at the top?
248, 4,four,0.0722222328186035,14.602006673812866,0.8942000865936279,0.0,0.0,In how many directions does the Buddha of Swayambhu look?
249, 18 months.,eighteen months,0.0844068527221679,14.96064066886902,0.9173035621643066,0.5,0.5,How long did von Neumann survive with cancer?
250, Saint Denis was a Roman Catholic Bishop or priest who was martyred in about 296 AD.,Christian martyr and patron saint of Paris,0.0870177745819091,17.52867555618286,0.6127771139144897,0.1739130434782608,0.0869565217391304,Who was Saint Denis?
251, Electric motor,high-speed drive motor,0.085378885269165,14.596015214920044,0.6065605878829956,0.3333333333333333,0.3333333333333333,What type of motor is used?
252, handheld plungers in water.,handheld plungers in water.,0.0896503925323486,15.329857110977173,1.000000238418579,1.0,1.0,Al-Farabi concluded a perfect vacuum was incoherent using what?
253, Positive displacement pumps.,displacement pumps,0.2754480838775635,14.960350513458252,0.8635550737380981,0.8,0.8,"What are pumps based off principle of sealed compartment pulling,pushing and expanding called?"
254, White,white,0.0884368419647216,14.442265272140505,1.0,1.0,1.0,What race was Sherman McCoy?
255, The available floor space.,the available floor space,0.0651383399963378,15.11749505996704,0.9621450901031494,1.0,1.0,What dictates passenger elevator capacities?
256, Independent service is best utilized when transporting large goods or moving groups of people between certain floors.,when transporting large goods or moving groups of people between certain floors,0.0989260673522949,17.507945775985718,0.7198391556739807,0.8275862068965517,0.8275862068965517,At what times is Independant service best utilized?
257, Conserved by perspective mappings and ordered by inclusion.,"conserved by perspective mappings (""perspectivities"") and ordered by inclusion",0.0687217712402343,15.981443881988524,0.930521845817566,0.9411764705882352,0.9411764705882352,What properties determine dimension in lattice theory?
258, Single-bottom hydraulic cylinders.,single-bottom,0.0847165584564209,15.139662265777588,0.5661894679069519,0.6666666666666666,0.6666666666666666,Before the code change was enacted what was the only permitted hydraulic cylinder type?
259, To hurry elevators.,people believe this to be an effective way to hurry elevators,0.2629938125610351,15.166149854660034,0.8316495418548584,0.4285714285714285,0.4285714285714285,For what reason do people repeatedly push the up/down buttons on a panel?
260," Mathematics, humor, and Jewish jokes.","gossiping and giggling, swapping Jewish jokes, and drifting in and out of mathematical talk",0.0777695178985595,15.645487308502195,0.7130240201950073,0.4210526315789473,0.3157894736842105,What topics of conversation would Ulam and Von Neumann typically share?
261," The doorways of the top floors are open to the outdoor environment, allowing passengers to look out from the top of the structure.","The doorways of the top few ""floors"" of the attraction are open to the outdoor environment",0.0776975154876709,18.878748893737797,0.860795259475708,0.717948717948718,0.6153846153846153,What is special about the doorways of the top floors?
262, Nonnegative matrices A and B.,matrix pencil  A − λB with nonnegative matrices A and B,0.0820145606994628,15.457958459854126,0.7593578696250916,0.6666666666666666,0.6666666666666666,What did von Neumann consider for his model of expanding economy?
263, 60,two major mathematical papers,0.0768017768859863,14.58608603477478,0.0371484160423278,0.0,0.0,By 19 how many papers had Von Neumann published?
264, The 1960s.,advances in computing of the 1960s.,0.0670690536499023,15.24515461921692,0.5617746710777283,0.5,0.5,How long before stochastic computing could be implemented?
265, A barrel.,a barrel,0.2509770393371582,14.852610111236572,0.9793840646743774,1.0,1.0,What is on the background of the image which can be used as a scale to represent the size of the mechanism?
266, To encourage passengers to make maximum use of the available elevator system capacity.,to encourage passengers to make maximum use of the available elevator system capacity,0.0679714679718017,16.729254484176636,0.9508379101753236,1.0,1.0,"Why is a ""this car leaving next"" sign used?"
267, 10,ten,0.0809485912322998,14.537303447723389,0.8667157292366028,0.0,0.0,How many days did the President of South Vietnam visit the US for in 1957?
268, Residential elevators.,residential,0.12274169921875,14.96833872795105,0.5614330768585205,0.6666666666666666,0.6666666666666666,"What types of elevators occassionaly do not use a traditional elevator shaft, machine room or hoistway?"
269," No, John von Neumann was a proponent of the implosion-type nuclear weapon design.","he was one of its most persistent proponents, encouraging its continued development",0.2747831344604492,17.65825581550598,0.2918868064880371,0.2307692307692307,0.1538461538461538,Did von Nemann think that the atomic bomb design was not workable?
270, A separate set of cables or a chain attached to the bottom of the counterweight and the bottom of the elevator cab.,a separate set of cables or a chain attached to the bottom of the counterweight and the bottom of the elevator cab,0.0830252170562744,18.474708080291748,0.9821717143058776,1.0,1.0,"""Compensation"" consists of what?"
271, Otto von Guericke,Otto von Guericke,0.0808746814727783,15.09833836555481,1.0,1.0,1.0,Who conducted the Magdeburg experiment?
272, It opens its doors.,it will park with its doors open and the car buttons will be disabled to prevent a passenger from taking control of the elevator,0.1030521392822265,15.131245613098145,0.4562432169914245,0.2857142857142857,0.2142857142857142,"Upon arriving at the desinated floor, what does the elevator do?"
273, A red Phrygian cap.,"red Phrygian cap, or liberty cap",0.0855700969696044,15.665448427200316,0.819333016872406,0.6,0.6,What kind of cap did the Jacobins wear?
274, Freight elevators are larger and capable of carrying heavier loads than passenger elevators.,Freight elevators are typically larger and capable of carrying heavier loads than a passenger elevator,0.0695669651031494,17.018065214157104,0.972055435180664,0.9285714285714286,0.9285714285714286,How do freight elevators differ from passenger elevators?
275," Red is found at the end of the spectrum of visible light, next to orange and opposite violet.",620–740 nanometres,0.2690227031707763,17.836582899093628,0.1213317811489105,0.0,0.0,"On the spectrum of light, where is red found?"
276, Destination control systems.,The dispatching algorithm,0.0792922973632812,14.898247957229614,0.3560992479324341,0.0,0.0,What is generally unable to support variations in the number of people for a particular destination?
277, High current draw when starting the pump motor.,the need for infinitely variable speed control over the traction machine,0.0935604572296142,15.881839752197266,0.1055840477347374,0.1052631578947368,0.1052631578947368,What problem arises for fast and large capacity elevators?
278, 1962,1962,0.0829107761383056,14.781627416610718,1.0,1.0,1.0,When did the Supreme Court address the issue of officially sponsored prayer in public schools?
279," Because of atmospheric drag, which slows down the satellites and causes them to lose altitude.",atmospheric density,0.0848774909973144,17.221962690353394,0.2975885570049286,0.1176470588235294,0.1176470588235294,why do satellites need to fire engines every few day to keep orbit?
280, Each of its members are necessarily indeterminate.,each of its members are necessarily indeterminate,0.1054434776306152,15.87535810470581,0.9759960174560548,1.0,1.0,What is frequently the case in quantum mechanics when a pair of alternatives are semantically determinate?
281, The late 1880s.,end of the 1880s,0.0800850391387939,15.505032539367676,0.8886665105819702,0.5714285714285715,0.5714285714285715,When did Von Neuman's father move from Pecs to Budapest?
282, Radiation pressure on solar sails.,solar sails,0.0753204822540283,15.321734428405762,0.7728183269500732,0.5714285714285715,0.5714285714285715,What system could possibly be used for interplanetary travel?
283," The IBM 701, nicknamed the defense computer, was built.",RCA Research Laboratory,0.0720307826995849,16.53395175933838,0.2117104530334472,0.0,0.0,"After the design of IAS, who built the computer?"
284, It could not rightly be said to exist.,cannot rightly be said to exist,0.0742511749267578,15.850754499435425,0.8327687382698059,0.7142857142857143,0.7142857142857143,"What did something that was literally nothing at all,According to Plato, mean?"
285," A red flag is often used to indicate that the water is not safe for swimming due to strong currents, riptides, or other hazards.",bad water conditions,0.0830879211425781,19.468181371688843,0.3671518564224243,0.074074074074074,0.074074074074074,"In terms of a beach, why might one see a red flag?"
286, 620–740 nanometres,roughly 620–740,0.0723686218261718,15.438265085220335,0.488726258277893,0.6666666666666666,0.6666666666666666,How many nanometres does red have?
287, the elevator's safety,that the inner and outer doors were closed before the elevator was allowed to move,0.0705099105834961,14.876607179641724,0.652613639831543,0.2105263157894737,0.2105263157894737,Eventually safety locks were used to guarantee what?
288, The von Neumann bicommutant theorem shows that the analytic definition of a von Neumann algebra is equivalent to a purely algebraic definition as an algebra of symmetries.,the analytic definition is equivalent to a purely algebraic definition as an algebra of symmetries.,0.0789718627929687,20.549822092056274,0.7149186730384827,0.7142857142857143,0.7142857142857143,What does the von Neumann bicommutant theorem show?
289, Late nineteenth century.,the late nineteenth century,0.2722864151000976,14.9568293094635,0.9698877334594728,0.8571428571428571,0.8571428571428571,When did the Slavic solidarity movement choose red blue and white as their colors?
290, Moderate incoming traffic,moderate incoming traffic,0.0741136074066162,14.78101634979248,1.0000001192092896,1.0,1.0,What is another name for up-peak mode?
291, QED vacuum,QED,0.0813972949981689,14.72205901145935,0.6209893822669983,0.6666666666666666,0.6666666666666666,A vacuum state with no matter particles or photons is called what?
292, 1930,New Year's Day in 1930,0.0693914890289306,14.752516508102415,0.6752567887306213,0.2857142857142857,0.2857142857142857,When did Von Neumann get married?
293, Naphtol and Lithol.,Naphtol and Lithol,0.110581636428833,15.489246606826782,0.9804139137268066,1.0,1.0,What organic reds did Rothko use in the Passion of Christ murals?
294, Because the composition of gases at high vacuums is unpredictable.,composition of gases at high vacuums will usually be unpredictable,0.0857975482940673,16.52552103996277,0.8146064281463623,0.7,0.7,Why does a mass spectrometer need to be used with gauge to be accurate at high vacuum gas measurement?
295, Yes.,"class of all sets which do not belong to themselves can be constructed, but it is a proper class and not a set.",0.2617495059967041,14.517162561416626,-0.0003858301788568,0.0,0.0,Under Von Neumann's approach can a class of all sets that do not belong to themselves be constructed?
296, 0 to 255,"zero to 255,",0.0855231285095214,15.109270572662354,0.9597492814064026,0.6666666666666666,0.6666666666666666,Over what numerical scale is color measured on a computer screen?
297," Mechanically, using a rail system in a continuous loop.",mechanically,0.0939726829528808,16.401672840118408,0.5055971741676331,0.1999999999999999,0.1999999999999999,How are passenger cabs separated from the lift?
298, Hungarian-American,Hungarian,0.0944981575012207,14.535419940948486,0.8913648724555969,0.6666666666666666,0.6666666666666666,What is John von Neumann's nationality?
299, Hydraulic elevator,high-speed glass-top,0.0810115337371826,14.608072757720947,0.1017609387636184,0.0,0.0,What type of elevator is featured?
300, 1979,1979,0.0742733478546142,14.729248523712158,0.9999999403953552,1.0,1.0,When did UNESCO make Boudhanath a World Heritage Site?
301, Two weeks.,died within two weeks,0.2741310596466064,14.77475118637085,0.5356478691101074,0.6666666666666666,0.6666666666666666,"From when his mother was diagnosed with cancer, how long did she live?"
302, 3 km,of up to 3 km,0.0822160243988037,14.753697633743286,0.8328270316123962,0.5714285714285715,0.5714285714285715,What is the lowest altitude where acclimatization or a suit is not needed to prevent sickness in humans?
303, 133.3223684 pascals above absolute zero pressure.,displacement of a millimeter of mercury,0.0940580368041992,16.76027274131775,0.2664111852645874,0.0,0.0,What is a torr equal to?
304, 1945,1945,0.0764601230621337,14.749500513076782,1.0000001192092896,1.0,1.0,In what year was the OSS dissolved?
305, A proper class is a class that does not belong to other classes.,a class which does not belong to other classes,0.0690889358520507,16.709914445877075,0.6256436109542847,0.7272727272727274,0.7272727272727274,What is a proper class?
306, Iron oxide.,iron oxide,0.087512731552124,14.7591073513031,0.9548722505569458,1.0,1.0,What causes the color of hematite and red ochre?
307," A manifold vacuum is used to drive accessories on an automobile, such as the vacuum servo for power assistance of the brakes.",drive accessories,0.0950398445129394,18.63449168205261,0.4502018690109253,0.1666666666666666,0.1666666666666666,What does a manifold vacuum do on a car?
308, Almadén mines in Spain.,"Almadén, southwest of Madrid, in Spain",0.0821757316589355,15.48882508277893,0.7259506583213806,0.6666666666666666,0.6666666666666666,What mines did Romans use to acquire cinnabar?
309, The mean free path (MFP) of residual gases indicates the average distance that molecules will travel between collisions with each other.,average distance that molecules will travel between collisions with each other.,0.0812764167785644,18.681536197662357,0.5544601678848267,0.6875000000000001,0.6875000000000001,What does the MFP of residual gases show?
310, The production of anthocyanin pigments.,greater the production of anthocyanins,0.0907709598541259,16.00162696838379,0.810759425163269,0.8000000000000002,0.8000000000000002,What occurs in bright light to leaves during fall?
311, Material transport elevator,Material transport elevators,0.2772340774536133,14.711488246917725,0.9489330649375916,1.0,1.0,An inclined plane with a conveyor belt describes what type of elevator?
312," No, some jurisdictions allow the permit to be kept on file elsewhere and made available for inspection on demand.","some jurisdictions require the permit to be displayed in the elevator cab, other jurisdictions allow for the operating permit to be kept on file elsewhere",0.1053919792175293,17.91125798225403,0.5826642513275146,0.5454545454545454,0.5,Do all jurisdictions require the permit to be displayed in the elevator?
313, An orchestra lift is used to raise and lower entire sections of a theater stage.,"to raise an entire orchestra, or an entire cast of performers (including live elephants) up to stage level from below",0.0694718360900878,17.089279651641846,0.6454464197158813,0.4,0.2857142857142857,What is an orchestra lift used for?
314, 7,ten,0.0710084438323974,14.561100482940674,0.6533756256103516,0.0,0.0,How many days did the President of South Vietnam visit the US for in 1957?
315," A climbing elevator is a self-ascending elevator with its own propulsion, typically using an electric or combustion engine.",a self-ascending elevator with its own propulsion,0.1135632991790771,18.16305136680603,0.7522472143173218,0.5925925925925926,0.5925925925925926,What defines a climbing elevator?
316, Zermelo–Fraenkel approach,Zermelo–Fraenkel,0.0747575759887695,15.63640570640564,0.8028051853179932,0.8,0.8,Under what approach does an axiom impede a set of all sets which do not belong to themselves?
317, Orange,orange,0.2488491535186767,14.402897357940674,1.0000001192092896,1.0,1.0,What color is beside red in the visible spectrum of light?
318, Garrett Birkhoff,Garrett Birkhoff,0.0877795219421386,14.936219215393066,1.0000001192092896,1.0,1.0,With whom did von Neuman work on a paper in 1936 that introduce quantum logic?
319," Yes, he had two younger brothers, Michael and Nicholas.",two younger brothers,0.0717575550079345,16.39459776878357,0.5929627418518066,0.5,0.5,Did Von Neumann have any siblings?
