idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,question,gptscore
153, 2007,2007,0.0488219261169433,4.8883562088012695,1.0000001192092896,1.0,1.0,When was 'The Grand Concourse' published?,1
154, 52%,14,0.0476126670837402,4.888190269470215,0.2756950855255127,0.0,0.0,How many Jewish families are there in Swaziland?,0
155, KUpedia,KUpedia,0.0527307987213134,4.890315532684326,1.0,1.0,1.0,What is the name of an online resource that was created into provide a resource about KU?,1
156, Abigail Fisher's civil and constitutional rights.,their civil and constitutional rights,0.0631287097930908,5.455024480819702,0.5830057859420776,0.6666666666666666,0.6666666666666666,What did the admissions policy of the University of Texas supposedly violate?,1
157, KJHK,KJHK,0.0454649925231933,4.892620086669922,1.0000001192092896,1.0,1.0,What is the name of the station operated by KU students?,1
158," 26,968 students attended the University of Kansas at its Edwards and Lawrence locations in the fall semester of 2014.","23,597",0.0483629703521728,6.941792249679565,0.0712197050452232,0.0,0.0,How many people attended the University of Kansas at its Edwards and Lawrence locations in the fall semester of 2014?,0
159, More than 60,more than 60,0.0641970634460449,4.987847328186035,1.0000001192092896,1.0,1.0,"How many languages have been giving the status of ""national languages""?",1
160, DesignIntelligence,DesignIntelligence,0.0493171215057373,4.900662660598755,1.0,1.0,1.0,What is the name of the publication that ranks schools engaged in architecture and design education?,1
161, Decision science applications supporting NASA Project Apollo Command Capsule Recovery Operations.,decision science,0.0451757907867431,5.81161904335022,0.5102702379226685,0.3076923076923077,0.3076923076923077,What kind of applications did the interdisciplinary program help shape?,0
162, 17,17,0.0449976921081543,4.7971837520599365,1.0,1.0,1.0,How many laws are there in the official Laws of the Game?,1
163, 24%,approximately 24%,0.0990245342254638,4.928570985794067,0.8143246173858643,0.6666666666666666,0.6666666666666666,What percentage of a wine grape is sugar when it is harvested?,1
164, Rim Rock Farm.,Rim Rock Farm,0.0534663200378418,4.960850715637207,0.980601727962494,1.0,1.0,Where does KU's cross country team run?,1
165," Opponents claim that affirmative action has undesirable side effects, such as hindering reconciliation, replacing old wrongs with new wrongs, undermining the achievements of minorities, and encouraging groups to identify themselves as disadvantaged, even if they are not.",undesirable side-effects,0.0566210746765136,8.990710496902466,0.3939096331596374,0.15,0.15,"Other than failing to achieve its goal, what else do opponents to affirmative action claim it has?",1
166, Canon 924.,Canon 924,0.0455183982849121,4.989362955093384,0.9798861742019652,1.0,1.0,Where in the Code of Canon Law does it say that wine must be natural and not corrupt?,1
167, The School of Architecture and Urban Design at the University of Kansas was named the best in the Midwest and ranked 11th among all undergraduate architecture programs in the U.S in 2012.,best in the Midwest,0.0521488189697265,8.14411211013794,0.4729184508323669,0.2162162162162162,0.2162162162162162,What title did KU's architecture school receive in 2012?,1
168, They claimed that affirmative action policies had created the African American middle class and opened doors for historically excluded groups in workplace settings and higher education.,help to open doors for historically excluded groups in workplace settings and higher education,0.0460467338562011,7.135456562042236,0.6252469420433044,0.6,0.6,What did proponents of affirmative action claim some of the effects of policies that support affirmative action had done?,1
169," The argument is that if blacks were harmed for being black in the past, then preferential treatment for this same trait is illogical.",whites today who innocently benefited from past injustices should not be punished for something they had no control over,0.0662829875946044,7.13569188117981,0.5318931341171265,0.1428571428571428,0.0952380952380952,"In terms of whites, what is an argument that is used to try and refute the benefits of affirmative action as it relates to the compensation argument?",0
170, The KU School of Journalism and Mass Communications was ranked second in the nation in the 2010 Hearst Foundation national writing competition.,special education,0.0447151660919189,7.128586769104004,0.111582450568676,0.0,0.0,What KU department was rated second in its field?,0
171, California and Washington.,California,0.0459301471710205,4.985170125961304,0.7261695861816406,0.5,0.5,Which state is known for its Mediterranean climate?,0
172, Five times.,five,0.1000375747680664,4.89371395111084,0.6817899346351624,0.6666666666666666,0.6666666666666666,How many sectors make up the Kathmandu metropolitan area?,0
173, The Federal government.,federal,0.0487642288208007,4.98918890953064,0.7959108352661133,0.5,0.5,Who's authority did Truman want to increase throughout the states?,1
174, Genesis 9:20–21.,Genesis 9:20–21,0.052319049835205,5.331607341766357,0.985037326812744,1.0,1.0,When are grapes first mentioned in the Bible?,1
175, Standard Oil of Ohio.,Standard Oil of Ohio,0.0493435859680175,5.081351518630981,0.9635768532752992,1.0,1.0,For what company did Charles Spahr serve as CEO?,1
176, 1926,1926,0.0549454689025878,4.857394218444824,1.0,1.0,1.0,In what year was the World War I Memorial Carillon constructed?,1
177, The Salina location of the University of Kansas Medical Center is focused on rural health care.,rural health care,0.0515751838684082,6.2962646484375,0.5552678108215332,0.3157894736842105,0.3157894736842105,What is the focus of the Salina location's medical program?,1
178, Executive Order 8802.,Executive Order 8802,0.0513806343078613,5.164124250411987,0.9863328337669371,1.0,1.0,Which piece of legislation prevented any discrimination in the defense industry and government?,1
179, KUJH-LP,KUJH-LP,0.0738210678100586,5.173016786575317,1.0,1.0,1.0,What is the name of an independent radio broadcast run out of KU?,1
180, 90th among national universities.,90th,0.0494542121887207,5.281520843505859,0.5389592051506042,0.4,0.4,In what place did the engineering school at KU appear in 2016?,1
181, Interdisciplinary management science graduate studies in operations research.,interdisciplinary management science graduate studies in operations research,0.0626375675201416,5.531654119491577,0.996329426765442,1.0,1.0,What was launched in 1965 by the business school at KU?,1
182, The union was intended to serve as a campus community center.,campus community center,0.051039695739746,5.695716857910156,0.6819170713424683,0.4285714285714285,0.4285714285714285,What was the role the union was intended serve?,1
183, Memorial Stadium,Memorial Stadium,0.0513567924499511,4.800963401794434,1.0000001192092896,1.0,1.0,What is the name of the facility that the KU football team plays in?,1
184, By increasing minority enrollment in high schools of those states.,increasing minority enrollment in high schools,0.0594515800476074,5.633748769760132,0.7769396305084229,0.7499999999999999,0.7499999999999999,How were rebounds of minority enrollment explained in Long's report?,1
185, Janet Rapelye,Janet Rapelye,0.048107624053955,4.986451625823975,1.0,1.0,1.0,Who was the Dean of Admissions at Princeton University at the time of the complaint?,1
186, Interior Secretary.,Interior Secretary,0.0601825714111328,4.892216205596924,0.9623773097991944,1.0,1.0,What position of power did Harold L. Ickes hold?,1
187, There are more than a dozen varieties of seedless grapes for commercial cultivators.,three,0.124640941619873,6.102432727813721,0.0902866721153259,0.0,0.0,"Before Hindus are cremated, how many times are their bodies placed in the Bagmati?",0
188, The diverse group of people who lived in North America before European settlement.,people who lived in North America before European settlement,0.0616865158081054,5.894712924957275,0.9023147821426392,0.8181818181818181,0.8181818181818181,Which groups can be categorized as Native Americans?,1
189, The Ford administration.,Ford,0.0732893943786621,4.999211549758911,0.7745727300643921,0.5,0.5,Which administration allowed affirmative action to take a backseat to other issues?,1
190," The issue of affirmative action lost momentum due to the changing focus of society, with new issues emerging and affirmative action being seen as a glorified issue of the past.",there were other areas that needed focus,0.0473113059997558,7.689716815948486,0.3028741478919983,0.054054054054054,0.054054054054054,What was one of the primary reasons that the issue of affirmative action lost its momentum?,1
191," In the United States, racial preferences are highlighted the most in the context of college and university admissions, particularly in the debate over affirmative action policies.",admission to universities and other forms of higher education,0.0536921024322509,7.311827659606934,0.3256417512893677,0.2285714285714286,0.0571428571428571,Where are racial preferences highlighted the most in the United States?,1
192, 48 months.,48 months,0.0642266273498535,4.99179220199585,0.9700868129730223,1.0,1.0,For how long does the fixed rate of tuition last?,1
193, Union members.,employees associated with unions,0.0483295917510986,4.866510629653931,0.769973635673523,0.3333333333333333,0.3333333333333333,Who did employers routinely blacklist of fire?,1
194, Class.,class,0.0465102195739746,4.80045485496521,0.8915490508079529,1.0,1.0,"Other than being race and gender based, what did believers in affirmative action also feel that the system discriminated against?",1
195, Executive Order 10925,Executive Order 10925,0.0574829578399658,5.083241939544678,0.9999999403953552,1.0,1.0,Which piece of legislation did President Kennedy use to claim that discrimination was a violation of the Constitution?,1
196," According to the text, affirmative action can be judged acceptable in terms of admissions if it does not discriminate against applicants based on hatred or contempt, and if it aligns with the mission of the university.",If diversity is a goal of the university and their racial preferences do not discriminate,0.0551726818084716,8.333961486816406,0.560132622718811,0.2745098039215686,0.1568627450980392,When can affirmative action be judged to be acceptable in terms of admissions?,1
197, More than a dozen.,more than a dozen,0.0502173900604248,5.080528497695923,0.9803467988967896,1.0,1.0,The Census Bureau had gone from two categories to how many by the 1990s?,1
198, NASA,NASA,0.0447590351104736,4.70076584815979,1.0,1.0,1.0,What was the name of the civilian space agency created by Eisenhower?,1
199, The Four-Year Tuition Compact.,Four-Year Tuition Compact,0.0462949275970459,5.273015260696411,0.9324390292167664,0.888888888888889,0.888888888888889,What was the edict approved by the Board of Regents that provided for the fixed tuition program?,1
200, Christ's blood.,Christ,0.0511672496795654,4.986266613006592,0.4866993725299835,0.5,0.5,Who is king of God's kingdom in heaven?,0
201," Lou Montulli, co-founder of Netscape and author of the Lynx web browser, was a student at KU.",Lou Montulli,0.0490756034851074,7.030472755432129,0.5060597062110901,0.1999999999999999,0.1999999999999999,Which person associated with web browsers was a student at KU?,1
202, 1952,1952,0.1088223457336425,4.877099752426148,0.9999999403953552,1.0,1.0,When did Armenia begin winning Olympic medals?,1
203, Red wine.,red wine,0.046344518661499,4.855610609054565,0.9667990803718568,1.0,1.0,What type of wine is fermented with grape skin?,1
204, Table grapes.,Table grape,0.0492036342620849,4.894593000411987,0.8851109743118286,1.0,1.0,What Classification of grapes are typically large and seedless?,1
205," The National Labor Relations Act, also known as the Wagner Act, of 1935.",National Labor Relations Act,0.0508460998535156,6.289081335067749,0.7412418127059937,0.4705882352941176,0.4705882352941176,"In which document did the term ""affirmative action"" first appear?",1
206, The governing body of KU is the Board of Regents.,Board of Regents,0.051523208618164,5.703084707260132,0.7153196930885315,0.4615384615384615,0.4615384615384615,What was the governing body of KU?,1
207, Everett Dirksen,Everett Dirksen,0.0449297428131103,4.879083156585693,1.0,1.0,1.0,Who was one of the key members that Humphrey managed to convince to support the bill?,1
208, Lockheed Aircraft Corporation,Lockheed Aircraft Corporation,0.062434434890747,4.896065473556519,1.0,1.0,1.0,Which company was targeted by the NAACP for not having fair practices?,1
209, The Reconstruction Era (1865-1877),Reconstruction Era,0.045666217803955,5.512188196182251,0.8603039383888245,0.5714285714285715,0.5714285714285715,What era brought counties to South Carolina?,1
210, General William Tecumseh Sherman.,General William Tecumseh Sherman,0.0460422039031982,5.353021860122681,0.989695370197296,1.0,1.0,What was the name of the Union General that fought in Bentonville?,1
211, Class-based affirmative action.,class-based affirmative action,0.0450878143310546,5.072309732437134,0.9886623620986938,1.0,1.0,What do some people believe should be the basis for affirmative action instead of race based legislation?,1
212, President John F. Kennedy.,President John F. Kennedy,0.0550367832183837,5.176100730895996,0.9560378789901732,1.0,1.0,"Who was the first person to utilize the term ""affirmative action""?",1
213, Establishing the President's Committee on Equality of Treatment and Opportunity in the Armed Services.,Establishing the President's Committee on Equality of Treatment and Opportunity in the Armed Services,0.051004409790039,6.198413133621216,0.9924909472465516,1.0,1.0,What name was given to Executive Order 9981?,1
214, 8%,eight percent,0.0466597080230712,4.89077353477478,0.9197767972946168,0.0,0.0,What percentage of the Rajasthani GDP comes from tourism?,1
215," The University of Kansas Medical Center features three schools: 
1. The School of Medicine 
2. The School of Nursing 
3. The School of Health Professions.",its own programs of graduate study,0.0451602935791015,7.77554726600647,0.3349360227584839,0.064516129032258,0.064516129032258,What does each of the component schools of KU's Medical Center offer?,0
216, 1947,1947,0.0448822975158691,4.892424583435059,1.0,1.0,1.0,"When was the centrality of the ""separation"" concept to the Religion Clauses of the Constitution made explicit?",1
217, Vice President Lyndon B. Johnson was the chairman of the President's Committee on Equal Employment Opportunity (PCEEO).,Vice President Richard Nixon,0.0499367713928222,6.824044942855835,0.3381500542163849,0.1818181818181818,0.1818181818181818,Who was the chairman of the newly established committee?,0
218," 3,349 students.","3,349",0.0544848442077636,5.173116445541382,0.609912633895874,0.8,0.8,How many students attended the medical center at KU in fall of 2013?,1
219, An ellipsoid shape resembling a prolate spheroid.,prolate spheroid,0.044692039489746,5.6977949142456055,0.7787767648696899,0.4444444444444445,0.4444444444444445,What shape do grapes usually resemble?,1
220," The benefits of affirmative action going to those who did not need it, mostly middle-class minorities.",how the benefits of affirmative action would go to those who did not need it,0.0625505447387695,6.379377841949463,0.9036688804626464,0.8125,0.8125,What did Eastland believe the founders of affirmative action did not consider?,1
221, One.,one,0.04874849319458,4.79723596572876,0.8763471841812134,1.0,1.0,How many restaurants in the western style were present in Kathmandu circa 1955?,1
222, The National Debate Tournament.,Copeland Award,0.0869715213775634,5.080593824386597,0.2671718001365661,0.0,0.0,What is the name of an honor given to collegiate debate teams?,0
223," They view affirmative action as an effort towards inclusion, overcoming prejudicial treatment, and promoting diversity and equality.",an effort towards inclusion rather than a discriminatory practice,0.0488851070404052,6.572482585906982,0.640939474105835,0.3076923076923076,0.3076923076923076,How do people who are in favor of affirmative action view it?,1
224," ""Positive action""",positive action,0.0452866554260253,4.988821029663086,0.9569436311721802,1.0,1.0,"What was the alternative phrase to ""affirmative action"" that was being considered?",1
225," ""Home on the Range""","""Home on the Range""",0.0447766780853271,5.17015266418457,1.0,1.0,1.0,What is the name of a traditional American song that is associated with KU?,1
226, David Beaty,David Beaty,0.0455024242401123,4.89080023765564,1.0,1.0,1.0,Who is the current head of KU's football program?,1
227, Proceeds from donations go back to support student programs.,philanthropic support,0.0450131893157959,5.594197511672974,0.4998003244400024,0.1818181818181818,0.1818181818181818,What do donors offer to the University of Kansas?,0
228, Merit.,achievement,0.0593941211700439,4.891793966293335,0.406084656715393,0.0,0.0,What do critics of affirmative action believe should be the main factor in hiring?,1
229, Vice President Lyndon B. Johnson.,Vice President Johnson,0.0522117614746093,5.364175319671631,0.8419579863548279,0.7499999999999999,0.7499999999999999,Who did Lockheed sign an agreement with to seek out more minority workers?,1
230, KJHK and KANU.,"KJHK, 90.7 FM, and KANU, 91.5 FM",0.062267780303955,5.364194869995117,0.5935865640640259,0.5,0.5,What are two radio stations that broadcast from KU?,1
231, The African American middle class.,African American middle class,0.0902059078216552,5.187243938446045,0.9628556966781616,0.888888888888889,0.888888888888889,What group of people did the AAPF claim affirmative action created?,1
232, Four times as likely to fail.,four times,0.0457334518432617,5.280048608779907,0.6881481409072876,0.5,0.5,How much more efficient as standard incandescents was the white LED commercially available in 2003?,0
233, 40 acres (16 ha),forty acres,0.0755856037139892,5.26882529258728,0.8215750455856323,0.3333333333333333,0.3333333333333333,What was the minimum size of the land that Lawrence could provide for the university?,1
234, Title VII of the Civil Rights Act.,Title VII,0.0526556968688964,5.356463193893433,0.6041638851165771,0.4444444444444445,0.4444444444444445,Which section of the legislation was considered the most controversial?,1
235, They felt frustrated and unfairly victimized by affirmative action.,reverse discrimination,0.0509009361267089,5.642063140869141,0.4744596183300018,0.0,0.0,What did white males feel was happening to them as a result of affirmative action?,1
236, The Immigration Act of 1924.,Immigration Act of 1924,0.0663585662841796,5.348611116409302,0.9706199765205384,0.888888888888889,0.888888888888889,Which bill was passed in an attempt to limit or prevent Asian immigration?,1
237, The Government Contract Committee.,Government Contract Committee,0.0452547073364257,5.05565881729126,0.958297610282898,0.8571428571428571,0.8571428571428571,What was established in 1953?,1
238, The University of Kansas School of Business offers undergraduate and graduate programs in business and accounting.,business and accounting,0.0479896068572998,6.2007246017456055,0.6002715229988098,0.3157894736842105,0.3157894736842105,What are two kinds of courses of study available at KU's business school?,1
239," 2,663","2,663",0.0689289569854736,4.985205411911011,1.0,1.0,1.0,How many education professionals were working at KU in the fall of 2012?,1
240," The Community Tool Box is a free online resource that can benefit various groups around the world, including professionals and grassroots groups engaged in community health and development, particularly those from historically excluded groups such as racial minorities, women, and low-income communities.",professionals and grassroots groups engaged in the work of community health and development,0.0455787181854248,9.08898663520813,0.5371085405349731,0.3928571428571428,0.3571428571428571,What kinds of groups around the world can benefit from the Community Tool Box?,1
241, He was waitlisted.,placement on the waitlist,0.1157977581024169,5.090014696121216,0.6912351250648499,0.2857142857142857,0.2857142857142857,"Even though Li did not get accepted, what was done instead of a straight rejection?",1
242, 2009,2009,0.0448775291442871,4.887643575668335,0.9999998211860656,1.0,1.0,In what year did Sharif become CM?,1
243, Emporia.,Emporia,0.0488765239715576,4.889704704284668,0.9787183403968812,1.0,1.0,What competing city was next in line if Lawrence would have been unable to meet the requirements necessary to get KU built in its city?,1
244, The African American Policy Forum (AAPF) believes that the goal of affirmative action should be to address race-based obstacles that block the path to success of countless people of color of all classes.,to address race-based obstacles that block the path to success,0.0501720905303955,8.13674259185791,0.4588207304477691,0.4888888888888889,0.4888888888888889,What does the AAPF believe the goal of affirmative action should be?,1
245," Eastland believes that the founders of affirmative action did not anticipate how the benefits of affirmative action would go to those who did not need it, mostly middle-class minorities.",remedying past discrimination,0.0445837974548339,7.6793317794799805,0.3028555512428283,0.0,0.0,"Outside of promoting diversity, was does Eastland believe the other reason to be in favor of affirmative action is?",0
246, Loans at the same rate as whites.,loans at the same rate as whites,0.0490481853485107,5.328850984573364,0.9751710891723632,1.0,1.0,What did returning black veterans not receive?,0
247, Executive Order 10925,Executive Order 10925,0.0605394840240478,5.06188440322876,0.9999999403953552,1.0,1.0,Which piece of legislation did President Kennedy use to claim that discrimination was a violation of the Constitution?,1
248, Executive Order 10925,Executive Order 10925,0.0479962825775146,5.087202310562134,0.9999999403953552,1.0,1.0,Which piece of legislation did President Kennedy use to claim that discrimination was a violation of the Constitution?,1
249, U.S. News & World Report,U.S. News & World Report,0.0539929866790771,5.230182886123657,1.0,1.0,1.0,Who published America's Best Colleges in 2016?,1
250," During the U.S. government's westward expansion, Native Americans were displaced from their land, which had been their home for centuries, and were forced onto reservations, which were far smaller and less productive.",During the U.S. government's westward expansion,0.0448901653289794,8.403199195861816,0.6076293587684631,0.3809523809523809,0.3809523809523809,When did the Native Americans lose their land?,1
251, The reasons for the underrepresentation of historic African Americans at Harvard University.,possible remedies,0.0552313327789306,5.920258760452271,0.0093774329870939,0.0,0.0,"Other than the reasons for the under representation of African Americans, what else is still up for debate?",0
252," ""Best Graduate Schools"" edition.",Best Graduate Schools,0.0492360591888427,5.255513906478882,0.799540638923645,0.8571428571428571,0.8571428571428571,"In 2014, what issue of U.S. News & World Report provided rankins for law schools?",1
253," Admission should represent a way to advance the mission of the university, not a reward for superior merit.",a way to advance the mission as each university defines it,0.0837881565093994,6.473569631576538,0.4975027441978454,0.4827586206896552,0.4827586206896552,What does Ronald Dworkin believe admission should represent?,1
254, Animal fat.,animal fat,0.0487542152404785,4.88689923286438,0.9615962505340576,1.0,1.0,What do people in France eat more of that in most western countries?,1
255, Approximately 1500 students attend the KU School of Business.,1500,0.0568349361419677,5.815057277679443,0.3058222234249115,0.1999999999999999,0.1999999999999999,How many hours of television does the average teenager watch per year?,0
256," The University of Kansas School of Business is located on the main campus of the University of Kansas in Lawrence, Kansas.",Lawrence,0.0695075988769531,6.742488622665405,0.3701263070106506,0.0909090909090909,0.0909090909090909,Where is the business school at KU located?,1
257, Civil and environmental engineering.,civil and environmental engineering,0.1094894409179687,5.0739617347717285,0.964552104473114,1.0,1.0,With what two other programs was KU's architectural engineering curriculum joined in 2001?,1
258, Wine grapes.,wine grapes,0.0606899261474609,4.894745111465454,0.9645780324935912,1.0,1.0,What are grapes that are used to make wine classified as?,1
259, 1890,1890,0.0445849895477294,4.88703727722168,1.0,1.0,1.0,When did Robert Louis Stevenson sail on the ship Janet Nicoll?,1
260, Dionysus,Dionysus,0.0475907325744628,4.8577752113342285,1.0,1.0,1.0,What cult arrived from southern Italy?,1
261, Reverse discrimination.,reverse,0.045457124710083,4.88986873626709,0.4851427674293518,0.6666666666666666,0.6666666666666666,Having quotas regarding admissions or employment has been criticized and said to be what kind of discrimination?,1
262, President's Committee on Equal Employment Opportunity,President's Committee on Equal Employment Opportunity,0.0815210342407226,5.234179735183716,1.0,1.0,1.0,What does PCEEO stand for?,1
263, Class rank.,class rank,0.0443212985992431,4.8874452114105225,0.934839367866516,1.0,1.0,What is one example of what racial quotas were replaced with?,1
264, Education and employment.,construction,0.0506825447082519,4.9546661376953125,0.362985759973526,0.0,0.0,What is Brasilia's most important non-service industry?,0
265, 1891,1891,0.0459523200988769,4.873570919036865,1.0,1.0,1.0,In what year did an incident help introduce added time?,1
266," Sowell argues that affirmative action policies reduce the incentives of both preferred and non-preferred groups to perform at their best, as the former may feel unnecessary to do so, and the latter may find it futile.",because it can prove futile,0.0491008758544921,8.51999545097351,0.18214713037014,0.0952380952380952,0.0952380952380952,What argument does Sowell make in his claim that non - preferred minorities have less incentive to perform at their best?,1
267, The Catholic Church.,The Catholic Church,0.0448677539825439,4.979663372039795,0.9773385524749756,1.0,1.0,What church was widespread across Europe at this time?,1
268, Whites who innocently benefited from past injustices.,society today should compensate for the injuries,0.0452444553375244,5.5561888217926025,0.3501993715763092,0.0,0.0,"In the compensation argument, who should supposedly have to make up for past discrimination against blacks?",0
269, 1873,1873,0.0521402359008789,4.890589714050293,0.9999999403953552,1.0,1.0,When were the first Mounties created?,1
270," According to the text, Asians are perceived to be lacking in communication skills and personality.",communication skills and personality,0.0502843856811523,6.205336332321167,0.5509389042854309,0.4210526315789474,0.4210526315789474,"According to studies, what are Asians perceived to be lacking?",1
271," ""Affirmative Action Around the World: An Empirical Study""",Affirmative Action Around the World: An Empirical Study,0.0460288524627685,5.91733193397522,0.966400682926178,1.0,1.0,What was the title of the book written by Thomas Sowell?,1
272," Some commentators claim that affirmative action policies result in reverse discrimination, where members of the majority are discriminated against in favor of historically disadvantaged groups.",these policies are just another form of discrimination,0.0453693866729736,7.218880414962768,0.4968693554401397,0.2424242424242424,0.1818181818181818,What do some commentators claim the irony of policies resulting from affirmative action is?,1
273," Sowell believes that affirmative action reduces the incentives of both the preferred and non-preferred groups to perform at their best, as the preferred group may feel that their performance is unnecessary, and the non-preferred group may feel that their efforts will be futile.",because doing so is unnecessary,0.0447354316711425,9.372703313827516,0.3018136620521545,0.0799999999999999,0.0799999999999999,Why does Sowell believe that there is little to no incentive for the preferred minority groups to perform at their best?,1
274, Noah,Noah,0.0590815544128418,4.700182914733887,1.0,1.0,1.0,Who in the Bible first grew grapes on their farm?,1
275, The French paradox.,the French paradox,0.0460469722747802,4.987926244735718,0.9880807399749756,1.0,1.0,"What is the phenomenon that shows that the French have less heart disease, even though they eat more animal fat?",1
276, Public affairs programs.,public affairs,0.0587656497955322,4.984558582305908,0.812629222869873,0.8,0.8,What kinds of programming appear on KUJH-LP?,1
277, Bill Clinton,Bill Clinton,0.0670502185821533,4.790920972824097,1.0,1.0,1.0,Which President made their stance on affirmative action clear in 1995?,1
278, Jayplay magazine,Jayplay magazine,0.1123461723327636,4.893423557281494,1.0,1.0,1.0,What is the name of a magazine published at KU?,1
279, 80%,80%,0.0478153228759765,4.892532587051392,1.0,1.0,1.0,What percent of the population in Manchuria was Han?,1
280, Lynx is a text-based web browser.,text based web browser,0.0513064861297607,5.427110195159912,0.6711759567260742,0.7272727272727273,0.7272727272727273,What kind of software is Lynx?,1
281, March 1865,"February 20, 1863",0.052290916442871,4.98297643661499,0.7047317028045654,0.0,0.0,On what date was KU's Lawrence campus made official?,0
282," Philip Anschutz, a businessman and alumnus of the University.",Philip Anschutz,0.0446505546569824,6.019613742828369,0.8470114469528198,0.3636363636363636,0.3636363636363636,Whom is the Anschutz Library named for?,1
283, The Spencer Museum of Art.,the Spencer Museum of Art,0.04478120803833,5.173105001449585,0.9928056001663208,1.0,1.0,What is the name of a fine art institution on the campus of KU?,1
284, Niagara grapes and Concord grapes are commonly used to make white grape juice.,Niagara grapes,0.0477330684661865,5.916957855224609,0.6113876700401306,0.2666666666666667,0.2666666666666667,What types of grapes are commonly used to make white grape juice?,0
285, Charles L. Robinson.,Charles L. Robinson,0.0787882804870605,5.0875303745269775,0.9865606427192688,1.0,1.0,Who did the site of KU's construction originally belong to?,1
286, 1891,1891,0.0448949337005615,4.86486554145813,1.0,1.0,1.0,In what year did an incident help introduce added time?,1
287, The Four-Year Tuition Compact was first instituted for first-time freshmen in the 2007-2008 school year.,fixed tuition rate,0.0448386669158935,6.849640846252441,0.3922258019447326,0.0952380952380952,0.0952380952380952,What was first instituted for first year students in the 2007-2008 school year?,1
288, Red wine.,Red wine,0.0905239582061767,4.890970230102539,0.9667990803718568,1.0,1.0,What type of wine is believed to have more health benefits?,1
289, Lower-class European Americans and Asian Americans.,white students,0.0538241863250732,5.369525671005249,0.4360053241252899,0.0,0.0,Who would supposedly be the beneficiaries of a class-based style affirmative action?,0
290," The racial preferences debate indicates that universities and colleges have competing notions of their mission, with some prioritizing scholarly excellence and others prioritizing civic goods and diversity.",competing notions of the mission of colleges,0.051009178161621,7.496818780899048,0.6327112913131714,0.3529411764705882,0.2352941176470588,What does the racial preferences debate indicate about universities and colleges?,1
291, 12,12,0.0448246002197265,4.801416635513306,1.0000001192092896,1.0,1.0,How many counties did New York originally have?,1
292, The University of Kansas.,William Allen White School of Journalism,0.0456719398498535,5.066063165664673,0.4078835248947143,0.2,0.2,What institution houses the Daily Kansan?,0
293, One-third.,a third,0.0455045700073242,4.889881134033203,0.6814737319946289,0.5,0.5,What portion of black Harvard undergraduates came from families in which all four grandparents were born into the African American community?,1
294," Another argument against affirmative action is that it hinders reconciliation, replaces old wrongs with new wrongs, undermines the achievements of minorities, and encourages groups to identify themselves as disadvantaged, even if they are not.",may increase racial tension,0.0477311611175537,8.521530151367188,0.4482635259628296,0.0,0.0,"Other than benefiting more privileged people within minority groups, what is another argument against affirmative action?",0
295, 1873,1873,0.0447268486022949,4.895744323730469,0.9999999403953552,1.0,1.0,When were the first Mounties created?,1
296, Employ a fixed percentage of Black workers.,employ a fixed percentage of Black workers,0.0460591316223144,5.361033439636231,0.9760093092918396,1.0,1.0,The first introduction of a quota system mandated that contractors had to do what?,1
297, Nearly 60% of Michigan voters.,60%,0.0449872016906738,5.3630454540252686,0.554114043712616,0.3333333333333333,0.3333333333333333,How much of the US 16-bit console market did the Genesis have in summer 1992?,0
298, The Civil Rights Act.,Civil Rights Act,0.0455892086029052,5.086346626281738,0.9338207840919496,0.8571428571428571,0.8571428571428571,Which piece of legislation quickly followed President Kennedy's assassination?,1
299, The Association to Advance Collegiate Schools of Business (AACSB) provides oversight for business schools like KU's.,the Association to Advance Collegiate Schools of Business,0.0476317405700683,6.7523393630981445,0.6794896721839905,0.6399999999999999,0.6399999999999999,What organization provides oversight for business schools like KU's?,1
300, Those who willingly and knowingly benefited from discriminatory practices.,people who willingly and knowingly benefited from discriminatory practices,0.0528619289398193,5.545445203781128,0.9564253091812134,0.8888888888888888,0.8888888888888888,"According to opposition believers, who should be punished for discrimination?",1
301," The University of Kansas has the School of Public Affairs & Administration, which serves students learning about government.",the Robert J. Dole Institute of Politics,0.0573401451110839,6.462278842926025,0.3502775430679321,0.1666666666666666,0.1666666666666666,What part of KU serves students learning about government?,0
302, Hobart Taylor Jr.,Hobart Taylor Jr.,0.0450212955474853,5.067278861999512,1.0,1.0,1.0,Who co - authored the executive order?,1
303, Public research university.,state-sponsored,0.044839859008789,4.989217519760132,0.337576687335968,0.0,0.0,What term describes the nature of how the university is partially funded?,0
304, There is no specific information in the provided context about the type of grapes used to make vinegar.,fermented,0.0568258762359619,6.361573696136475,0.2935196757316589,0.0,0.0,What kind of grapes are made into vinegar?,0
305, The School of Engineering.,the School of Architecture and Urban Design,0.0448119640350341,5.074788093566895,0.5329785943031311,0.5454545454545454,0.5454545454545454,What was the name of the school that served as the SADP's precursor?,0
306, Yeast.,Yeast,0.0508272647857666,4.881662845611572,0.9573681354522704,1.0,1.0,What microorganisms are naturally found on a grapes skin?,1
307, The U.S. Supreme Court.,U.S. Supreme Court,0.04490327835083,5.270813941955566,0.9010339975357056,0.888888888888889,0.888888888888889,Who later confirmed that racial classifications were only to be upheld if they were necessary?,1
308, AACSB,AACSB,0.0470094680786132,4.803208589553833,1.0,1.0,1.0,By what acronym is the Association to Advance Collegiate Schools of Business known?,1
